City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,howard springs,-12.497,131.047,33.23,74,41,4.41,AU,1707283711
275,kuta,-8.7233,115.1723,30.97,74,20,4.12,ID,1707283416
276,baikonur,45.6167,63.3167,0.3,73,90,8.11,KZ,1707283712
277,badger,64.8,-147.5333,-17.58,83,40,0.0,US,1707283713
278,mount isa,-20.7333,139.5,35.87,41,75,5.14,AU,1707283714
279,mahina,-17.5065,-149.489,28.87,84,75,6.17,PF,1707283714
280,ta`u,-14.2336,-169.5144,28.54,81,100,10.52,AS,1707283714
281,tol'yatti,53.5303,49.3461,-11.27,86,99,9.76,RU,1707283715
282,la ronge,55.1001,-105.2842,-13.86,85,100,4.12,CA,1707283715
283,bikenibeu village,1.3673,173.1241,29.98,84,75,4.12,KI,1707283716
284,alesund,62.4723,6.1549,-2.59,76,75,5.66,NO,1707283716
285,bykhaw,53.5193,30.2469,-0.79,100,100,8.9,BY,1707283716
286,bamboo flat,11.7,92.7167,28.92,58,55,5.98,IN,1707283716
287,happy valley-goose bay,53.3168,-60.3315,-17.83,78,20,2.57,CA,1707283717
288,kampene,-3.6,26.6667,20.34,98,92,0.83,CD,1707283717
289,yoakum,29.2878,-97.1519,13.08,70,70,2.76,US,1707283718
290,constantia,44.1833,28.65,8.38,70,99,4.69,RO,1707283718
291,grand gaube,-20.0064,57.6608,29.65,74,55,2.68,MU,1707283718
292,novyy buh,47.6931,32.5216,6.07,76,100,5.52,UA,1707283719
293,tazacorte,28.629,-17.9293,17.86,24,0,4.02,ES,1707283719
294,ciudad general teran,25.2667,-99.6833,13.3,58,2,2.89,MX,1707283719
295,sosnovo-ozerskoye,52.5249,111.5418,-13.05,83,64,3.51,RU,1707283719
296,okha,53.5739,142.9478,-17.87,89,35,5.33,RU,1707283720
297,fale old settlement,-9.3852,-171.2468,28.92,81,100,10.21,TK,1707283720
298,regina,50.4501,-104.6178,-2.76,90,100,6.17,CA,1707283337
299,hammerfest,70.6634,23.6821,-5.75,93,40,1.54,NO,1707283721
300,kavarna,43.4333,28.3333,11.43,52,100,2.39,BG,1707283721
301,laguna,38.421,-121.4238,10.73,83,0,3.09,US,1707283456
302,zarinsk,53.7074,84.9493,-6.96,95,99,2.34,RU,1707283722
303,ola,59.5833,151.2833,-18.41,85,94,2.65,RU,1707283723
304,huarmey,-10.0681,-78.1522,24.72,82,35,3.5,PE,1707283723
305,khamis mushait,18.3064,42.7292,14.58,67,75,3.6,SA,1707283723
306,timbiqui,2.7717,-77.6654,24.31,90,97,1.18,CO,1707283723
307,asamankese,5.8601,-0.6635,21.74,65,6,0.77,GH,1707283724
308,morehead city,34.7229,-76.726,5.56,76,93,4.92,US,1707283639
309,esmeraldas,-19.7625,-44.3139,21.52,93,97,1.49,BR,1707283724
310,akureyri,65.6835,-18.0878,-3.04,80,100,1.54,IS,1707283725
311,cam ranh,11.9214,109.1591,29.98,62,20,3.09,VN,1707283725
312,yoro,15.1333,-87.1333,12.91,89,5,0.88,HN,1707283725
313,yaren,-0.5472,166.916,29.12,76,98,7.43,NR,1707283726
314,gornopravdinsk,60.05,69.9,-2.65,90,100,5.05,RU,1707283726
315,dapitan,8.6464,123.4208,28.9,82,91,4.4,PH,1707283727
316,vernon,50.2581,-119.2691,2.09,100,100,0.0,CA,1707283679
317,severobaykal'sk,55.65,109.3167,-11.93,90,98,0.92,RU,1707283727
318,egbe,8.2167,5.5167,21.16,23,89,0.89,NG,1707283727
319,verkhnevilyuysk,63.4453,120.3167,-24.85,95,98,1.47,RU,1707283728
320,siwa oasis,29.2041,25.5195,11.67,67,0,1.99,EG,1707283728
321,owase,34.0667,136.2,11.26,45,16,0.27,JP,1707283728
322,scone,56.4194,-3.4051,1.09,83,91,2.73,GB,1707283729
323,carnarvon,-24.8667,113.6333,32.57,49,5,6.48,AU,1707283729
324,dayr hafir,36.1569,37.7078,9.56,92,4,3.28,SY,1707283640
325,vargashi,55.3556,65.8467,-1.61,85,100,8.98,RU,1707283729
326,kurlovo,55.4325,40.4854,-19.43,100,100,1.23,RU,1707283730
327,colac,-38.3333,143.5833,21.21,36,1,3.55,AU,1707283730
328,ulaangom,49.9811,92.0667,-27.1,96,99,1.58,MN,1707283730
329,sinabang,2.4803,96.3801,29.99,66,100,2.36,ID,1707283731
330,al mutayrifi,25.4788,49.5576,13.19,35,0,3.07,SA,1707283731
331,sidi okba,34.7451,5.8983,9.16,46,0,2.06,DZ,1707283731
332,tazovsky,67.4667,78.7,-19.59,100,97,3.12,RU,1707283732
333,weno,7.4515,151.8468,30.97,66,40,4.63,FM,1707283732
334,alice springs,-23.7,133.8833,33.45,32,79,8.23,AU,1707283732
335,chibougamau,49.9168,-74.3659,-5.21,86,100,3.6,CA,1707283732
336,greenville,35.6127,-77.3663,3.09,73,75,3.6,US,1707283435
337,culiacan,24.7994,-107.3897,20.82,88,40,0.0,MX,1707283437
338,sao jose da coroa grande,-8.8978,-35.1478,26.22,84,99,2.32,BR,1707283733
339,antsiranana,-12.2787,49.2917,24.65,91,100,1.3,MG,1707283734
340,dryden,49.7833,-92.7503,0.16,100,100,1.03,CA,1707283734
341,afaahiti,-17.75,-149.2833,27.93,86,100,6.87,PF,1707283734
342,staunton,38.1496,-79.0717,0.05,80,0,0.45,US,1707283734
343,manavgat,36.7867,31.4431,12.77,63,5,3.14,TR,1707283735
344,roma,43.2128,-75.4557,-1.85,86,0,0.0,US,1707283651
345,darnah,32.767,22.6367,13.63,73,0,3.9,LY,1707283735
346,iskateley,67.6803,53.1512,-22.31,97,100,2.18,RU,1707283736
347,quellon,-43.1167,-73.6167,10.41,75,32,2.92,CL,1707283736
348,levuka,50.1834,-105.4011,-2.16,85,100,4.44,CA,1707283736
349,hazard,37.2495,-83.1932,3.13,85,9,1.32,US,1707283736
350,al fqih ben calah,32.5009,-6.6906,10.15,43,0,3.16,MA,1707283737
351,yakeshi,49.2833,120.7333,-17.98,94,100,4.27,CN,1707283737
352,nea michaniona,40.4649,22.8613,11.36,67,79,2.75,GR,1707283737
353,songea,-10.6833,35.65,20.09,92,99,1.26,TZ,1707283738
354,chita,52.0333,113.55,-14.06,60,28,2.0,RU,1707283738
355,katsuura,35.1333,140.3,9.34,50,100,4.36,JP,1707283738
356,bowen,-20.0167,148.2333,31.55,65,22,9.62,AU,1707283738
357,natal,-5.795,-35.2094,28.12,78,20,2.57,BR,1707283725
358,uturoa,-16.7333,-151.4333,28.21,88,100,14.1,PF,1707283739
359,znamenskoye,57.1281,73.8282,-4.45,85,100,4.91,RU,1707283739
360,eureka,40.8021,-124.1637,9.4,90,65,4.02,US,1707283739
361,prado,-17.3411,-39.2208,25.11,90,90,2.41,BR,1707283639
362,kristinestad,62.2743,21.376,-16.61,99,82,1.61,FI,1707283740
363,phalodi,27.1333,72.3667,18.0,24,94,6.25,IN,1707283740
364,nguigmi,14.2495,13.1092,15.63,29,84,6.26,NE,1707283740
365,bac lieu,9.285,105.7244,29.63,64,100,5.26,VN,1707283741
366,conceicao do jacuipe,-12.3167,-38.7667,21.48,94,57,0.85,BR,1707283741
367,alofi,-19.0595,-169.9187,28.94,79,85,5.66,NU,1707283741
368,barah,13.7,30.3667,13.38,21,68,4.06,SD,1707283742
369,boca do acre,-8.7522,-67.3978,22.6,96,82,0.7,BR,1707283742
370,crucecita,-28.95,-58.9833,27.03,59,9,3.49,AR,1707283742
371,lorengau,-2.0226,147.2712,26.76,87,100,5.68,PG,1707283743
372,vilhena,-12.7406,-60.1458,21.12,88,75,1.26,BR,1707283743
373,anna regina,7.2644,-58.5077,26.03,88,3,5.62,GY,1707283743
374,tete,-16.1564,33.5867,27.05,78,40,0.0,MZ,1707283744
375,zeya,53.75,127.2667,-11.95,78,97,0.79,RU,1707283744
376,petrovsk-zabaykal'skiy,51.273,108.843,-9.29,70,50,1.4,RU,1707283746
377,hilton head island,32.2163,-80.7526,9.06,62,0,6.69,US,1707283482
378,juuka,63.2333,29.25,-29.0,100,97,1.17,FI,1707283746
379,moranbah,-22.0016,148.0466,37.15,27,6,7.85,AU,1707283747
380,al bayda',32.7627,21.7551,8.55,89,0,4.44,LY,1707283747
381,praia da vitoria,38.7333,-27.0667,17.09,88,20,6.88,PT,1707283747
382,ceeldheer,3.8488,47.1806,27.43,75,86,7.98,SO,1707283748
383,lerwick,60.1545,-1.1494,2.0,55,99,8.41,GB,1707283749
384,nuuk,64.1835,-51.7216,-5.66,38,75,18.52,GL,1707283606
385,cienfuegos,22.1461,-80.4356,14.08,94,53,2.06,CU,1707283623
386,baracoa,20.3467,-74.4958,19.58,66,0,4.32,CU,1707283749
387,celestun,20.8667,-90.4,20.31,60,56,3.43,MX,1707283750
388,norilsk,69.3535,88.2027,-14.21,82,100,2.5,RU,1707283750
389,kununurra,-15.7667,128.7333,35.99,49,49,4.63,AU,1707283750
390,kapuskasing,49.4169,-82.4331,2.05,93,100,1.03,CA,1707283751
391,tangalle,6.024,80.7911,30.09,59,30,5.85,LK,1707283751
392,kavaratti,10.5669,72.642,28.31,69,41,3.67,IN,1707283752
393,porto torres,40.835,8.3972,12.22,87,100,3.39,IT,1707283752
394,twon-brass,4.3151,6.2418,26.75,82,48,2.61,NG,1707283506
395,shalya,57.2471,58.7298,-3.58,94,100,5.19,RU,1707283753
396,buta,2.7858,24.73,21.27,40,43,0.63,CD,1707283753
397,cill airne,52.05,-9.5167,4.5,86,100,1.6,IE,1707283754
398,thunder bay,48.4001,-89.3168,-1.01,100,0,3.09,CA,1707283754
399,revda,56.801,59.9303,-2.6,95,100,5.18,RU,1707283754
400,greymouth,-42.4667,171.2,19.5,70,55,2.72,NZ,1707283755
401,sur,22.5667,59.5289,22.89,57,100,4.16,OM,1707283755
402,solnechnyy,50.7214,136.6319,-21.65,89,68,2.42,RU,1707283755
403,zhuanghe,39.7008,122.9911,-0.61,37,0,2.91,CN,1707283756
404,victoria point,-27.5833,153.3,31.3,78,1,5.81,AU,1707283756
405,attapeu,14.8,106.8333,35.4,35,58,1.69,LA,1707283756
406,gignac,43.652,3.5509,9.42,82,72,3.46,FR,1707283757
407,stjordalshalsen,63.4681,10.9262,-13.0,85,0,4.63,NO,1707283757
408,bathsheba,13.2167,-59.5167,27.34,89,40,7.72,BB,1707283758
409,brisas de zicatela,15.8369,-97.0419,24.39,84,62,2.77,MX,1707283758
410,palopo,-2.9996,120.1921,29.4,73,100,2.01,ID,1707283758
411,al hazm,16.1641,44.7769,19.45,38,35,1.82,YE,1707283759
412,pontianak,-0.0333,109.3333,30.99,70,75,2.57,ID,1707283759
413,igarka,67.4667,86.5833,-14.9,96,97,3.33,RU,1707283759
414,notodden,59.5594,9.2585,-5.82,97,86,1.7,NO,1707283760
415,belmonte,-15.8631,-38.8828,25.15,87,81,1.41,BR,1707283760
416,santa elena de uairen,4.6167,-61.1333,20.45,83,23,1.42,VE,1707283760
417,tot'ma,59.9747,42.7642,-33.05,100,100,1.29,RU,1707283761
418,saint-francois,46.4154,3.9054,7.58,83,0,3.6,FR,1707283761
419,bonanza,14.0289,-84.591,16.24,77,7,1.61,NI,1707283762
420,myeik,12.4333,98.6,29.56,48,4,2.35,MM,1707283762
421,smithers,54.7804,-127.1743,-3.82,86,100,1.54,CA,1707283502
422,illela,13.7292,5.2975,17.49,18,60,5.96,NG,1707283763
423,princeville,45.7668,-61.2985,-0.76,86,100,2.06,CA,1707283763
424,narasannapeta,18.4167,84.05,30.41,49,0,2.26,IN,1707283765
425,santa cruz,-17.8,-63.1667,23.7,88,40,2.06,BO,1707283765
426,san julian,21.0167,-102.1667,14.62,16,0,1.44,MX,1707283765
427,puerto ayacucho,5.6639,-67.6236,24.46,92,71,1.73,VE,1707283757
428,kamina,-8.7386,24.9906,17.37,97,98,0.84,CD,1707283766
429,palikir - national government center,6.9248,158.1611,29.47,79,100,5.14,FM,1707283766
430,ashmyany,54.425,25.9378,2.0,89,100,10.76,BY,1707283767
431,mont-tremblant,46.1949,-74.6264,-7.57,92,99,0.51,CA,1707283637
432,shafter,35.5005,-119.2718,10.11,79,100,2.23,US,1707283556
433,isla mujeres,21.2311,-86.731,16.03,71,18,5.59,MX,1707283767
434,malampaka,-3.1333,33.5333,19.02,88,13,2.09,TZ,1707283768
435,marshall,34.3834,-86.3333,8.38,76,0,2.06,US,1707283513
436,nuku'alofa,-21.1333,-175.2,28.19,74,20,3.6,TO,1707283769
437,dhidhdhoo,6.8833,73.1,27.74,70,79,3.67,MV,1707283769
438,forster,-32.1667,152.5167,20.77,93,100,4.58,AU,1707283770
439,inverell,-29.7833,151.1167,29.5,63,98,1.34,AU,1707283770
440,ahlat,38.7518,42.4814,-2.55,92,44,2.53,TR,1707283770
441,puente alto,-33.6167,-70.5833,22.63,44,0,1.21,CL,1707283771
442,bahia de kino,28.8333,-111.9333,15.4,77,100,6.84,MX,1707283771
443,amga,60.8953,131.9608,-25.19,93,100,0.79,RU,1707283771
444,darwin,-12.4611,130.8418,33.27,68,75,8.23,AU,1707283322
445,isiro,2.7739,27.616,17.81,48,5,1.0,CD,1707283772
446,antofagasta,-23.65,-70.4,23.6,82,12,1.37,CL,1707283772
447,borazjan,29.2666,51.2159,15.33,42,1,1.75,IR,1707283773
448,simplicio mendes,-7.8539,-41.9103,26.0,59,98,1.53,BR,1707283774
449,barcelos,41.5388,-8.6151,14.08,90,100,2.74,PT,1707283774
450,fortuna,40.5982,-124.1573,9.25,95,100,0.0,US,1707283774
451,lensk,60.7253,114.9278,-12.73,88,100,3.84,RU,1707283775
452,palmer,42.1584,-72.3287,-0.77,80,0,1.54,US,1707283776
453,urengoy,65.9667,78.3667,-15.93,99,99,2.1,RU,1707283776
454,kerikeri,-35.2268,173.9474,24.95,70,11,0.45,NZ,1707283776
455,nikolayevsk-on-amure,53.1406,140.73,-14.72,76,63,1.98,RU,1707283777
456,freetown,8.484,-13.2299,26.84,74,20,1.03,SL,1707283777
457,babylon,40.6957,-73.3257,1.99,77,0,2.57,US,1707283778
458,mariehamn,60.0973,19.9348,-5.66,73,100,5.14,AX,1707283778
459,beyneu,45.3167,55.2,-0.37,72,47,10.79,KZ,1707283779
460,iwo,7.6333,4.1833,22.49,23,58,1.7,NG,1707283779
461,saint-louis,16.3333,-15.0,20.8,10,0,6.84,SN,1707283779
462,williams lake,52.1415,-122.1445,-3.24,100,20,1.54,CA,1707283780
463,kirakira,-10.4544,161.9205,29.89,71,77,5.73,SB,1707283781
464,that phanom,16.9364,104.7104,34.01,21,0,3.88,TH,1707283782
465,kerman,30.2832,57.0788,2.92,25,0,1.03,IR,1707283786
466,selkirk,50.1436,-96.8845,1.16,97,85,2.26,CA,1707283787
467,turkeli,41.9476,34.3386,11.21,56,37,4.22,TR,1707283628
468,aykhal,66.0,111.5,-26.77,100,99,1.92,RU,1707283788
469,barkot,30.8167,78.2,12.41,27,0,1.48,IN,1707283788
470,poli,-3.3333,36.8,17.78,74,6,1.2,TZ,1707283788
471,elko,41.0002,-115.5012,1.2,95,100,4.02,US,1707283789
472,timbuktu,16.7735,-3.0074,17.56,14,0,4.6,ML,1707283789
473,saudarkrokur,65.7461,-19.6394,-7.61,86,46,0.84,IS,1707283790
474,newman,37.3138,-121.0208,9.6,91,97,0.45,US,1707283790
475,antalaha,-14.9003,50.2788,26.24,84,96,0.57,MG,1707283790
476,medina de pomar,42.9294,-3.488,3.63,93,68,2.56,ES,1707283791
477,ust-tsilma,65.441,52.1498,-27.99,100,82,0.45,RU,1707283791
478,queenstown,-31.8976,26.8753,22.56,43,11,1.33,ZA,1707283791
479,kotel'va,50.0686,34.7586,3.78,94,100,6.42,UA,1707283792
480,mgandu,-5.95,34.1333,18.05,90,61,1.44,TZ,1707283792
481,khash,28.2211,61.2158,10.27,25,0,1.25,IR,1707283792
482,auki,-8.7676,160.7034,28.0,83,94,3.69,SB,1707283793
483,povoa de lanhoso,41.5787,-8.282,12.9,91,100,1.3,PT,1707283793
484,al mijlad,11.0333,27.7333,16.0,20,28,5.75,SD,1707283793
485,vorkuta,67.5,64.0,-25.21,97,64,2.52,RU,1707283794
486,desur,12.4333,79.4833,27.52,52,5,1.89,IN,1707283794
487,alaghsas,17.0187,8.0168,10.94,25,0,1.54,NE,1707283794
488,soure,-0.7167,-48.5233,26.05,90,61,3.66,BR,1707283660
489,saint-joseph,-21.3667,55.6167,28.21,75,89,1.1,RE,1707283795
490,nar'yan-mar,67.6713,53.087,-22.06,97,100,2.16,RU,1707283796
491,nelson bay,-32.7167,152.15,20.62,96,99,4.02,AU,1707283796
492,villa gesell,-37.2639,-56.973,21.14,91,64,7.42,AR,1707283796
493,port saint john's,-31.6229,29.5448,23.93,85,66,7.96,ZA,1707283797
494,cooma,-36.2333,149.1333,21.02,32,89,1.79,AU,1707283797
495,napier,-39.4833,176.9167,23.49,82,0,1.79,NZ,1707283797
496,viqueque,-8.8673,126.3658,31.97,55,92,2.85,TL,1707283798
497,general mosconi,-23.1851,-62.303,23.03,90,98,2.95,AR,1707283798
498,bangolo,7.0069,-7.475,18.44,32,6,0.75,CI,1707283799
499,daru,-9.0763,143.2092,30.65,66,100,2.74,PG,1707283799
500,spring creek,40.7266,-115.5859,1.01,91,100,0.45,US,1707283799
501,firuzabad,28.8438,52.5707,6.54,50,0,1.76,IR,1707283800
502,cuatro cienegas de carranza,26.9833,-102.0833,13.71,43,47,2.18,MX,1707283800
503,neftcala,39.3742,49.2472,8.27,75,72,5.27,AZ,1707283801
504,sarangani,5.4033,125.4636,27.34,75,100,3.86,PH,1707283802
505,ciudad rodrigo,40.6,-6.5333,5.99,96,45,2.09,ES,1707283802
506,ouarzazat,30.9189,-6.8934,4.16,30,0,1.03,MA,1707283804
507,borzya,50.3833,116.5167,-13.38,87,40,1.94,RU,1707283809
508,lashkar gah,31.5938,64.3716,12.74,24,0,5.18,AF,1707283811
509,mysore,12.3072,76.6497,28.0,39,0,3.09,IN,1707283705
510,imphal,24.8167,93.95,18.95,68,40,3.6,IN,1707283812
511,la passe,45.5549,-0.8967,11.1,93,99,5.47,FR,1707283813
512,ardestan,33.3761,52.3694,9.14,34,1,1.09,IR,1707283813
513,padangsidempuan,1.3667,99.2667,28.41,80,94,0.79,ID,1707283814
514,saint george's,12.0564,-61.7485,27.82,89,20,8.75,GD,1707283814
515,bontang,0.1333,117.5,28.37,75,83,1.06,ID,1707283815
516,qarqin,37.4185,66.0436,14.41,22,92,8.24,AF,1707283815
517,tibanbang,6.6315,126.1055,27.27,71,96,1.16,PH,1707283816
518,redcliff,-19.0333,29.7833,20.24,60,25,1.61,ZW,1707283816
519,bodo,67.28,14.405,-3.98,93,100,7.2,NO,1707283817
520,vila velha,-20.3297,-40.2925,23.3,92,0,1.34,BR,1707283817
521,hurricane,37.1753,-113.2899,7.26,87,100,0.89,US,1707283817
522,selfoss,63.9331,-20.9971,-8.08,85,21,4.45,IS,1707283818
523,kupang,-10.1667,123.5833,32.32,79,40,5.14,ID,1707283818
524,puerto colombia,10.9878,-74.9547,27.05,72,64,6.8,CO,1707283819
525,todos santos,23.45,-110.2167,19.69,79,68,2.41,MX,1707283819
526,gadzhiyevo,69.2551,33.3362,-23.45,100,97,2.91,RU,1707283820
527,merizo village,13.2658,144.6691,29.31,77,100,8.38,GU,1707283821
528,shiyan,32.6475,110.7781,5.51,62,98,2.41,CN,1707283822
529,gao,16.6362,1.637,14.01,24,36,5.77,ML,1707283823
530,muynoq,43.7683,59.0214,2.71,50,14,11.03,UZ,1707283823
531,kindu,-2.95,25.95,23.49,86,79,1.17,CD,1707283825
532,altinekin,38.3078,32.8686,-1.69,57,11,3.45,TR,1707283825
533,menongue,-14.6585,17.691,17.76,94,100,2.53,AO,1707283826
534,tomatlan,19.9333,-105.25,23.18,82,71,0.89,MX,1707283827
535,al mindak,20.1588,41.2834,9.78,48,42,1.51,SA,1707283827
536,bouza,14.4229,6.0428,15.06,22,46,5.93,NE,1707283828
537,gebeit,21.0667,36.3167,14.01,58,53,2.04,SD,1707283828
538,keren,15.7778,38.4581,18.09,66,60,2.23,ER,1707283829
539,kristiansund,63.1115,7.732,-6.64,86,5,1.54,NO,1707283830
540,bac kan,22.1333,105.8333,15.53,94,100,1.39,VN,1707283831
541,willows,39.5243,-122.1936,8.06,74,10,0.63,US,1707283812
542,pisco,-13.7,-76.2167,23.03,88,0,3.6,PE,1707283833
543,codrington,-38.2667,141.9667,18.92,54,26,6.44,AU,1707283833
544,hajin,34.6927,40.827,12.76,66,0,2.92,SY,1707283834
545,nebraska city,40.6767,-95.8592,8.35,81,0,2.57,US,1707283835
546,ormara,25.2088,64.6357,22.39,52,94,2.29,PK,1707283835
547,aguada de pasajeros,22.385,-80.8508,15.03,67,34,3.31,CU,1707283835
548,huruta,8.15,39.35,18.33,54,1,3.12,ET,1707283836
549,tsiombe,-25.3,45.4833,28.47,65,3,4.05,MG,1707283836
